@logo      B&M-General Particle Tracer
numderivs           0
cputime     3.000e+00
position    9.900e-01
            x           y           z         rxy          Bx          By          Bz           G           t           m           q      nmacro      rmacro          ID 
   2.352e-09 -2.242e-10  9.900e-01  2.363e-09 -1.305e-02  2.299e-03  6.952e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  7.200e+02 
   1.255e-09 -1.468e-09  9.900e-01  1.931e-09 -1.483e-02  1.778e-02  6.949e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  7.280e+02 
  -1.148e-09  7.934e-10  9.900e-01  1.395e-09  8.990e-03 -5.076e-03  6.952e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  7.360e+02 
   2.580e-09  1.814e-09  9.900e-01  3.154e-09 -1.507e-02 -1.446e-02  6.950e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  7.440e+02 
  -8.222e-10 -3.099e-09  9.900e-01  3.206e-09  3.504e-03  1.555e-02  6.951e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  7.520e+02 
  -9.062e-10  1.187e-09  9.900e-01  1.494e-09  1.083e-02 -2.307e-02  6.948e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  7.600e+02 
   5.179e-11  9.277e-12  9.900e-01  5.261e-11 -3.105e-03 -4.568e-04  6.953e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  7.680e+02 
   3.235e-10  6.307e-10  9.900e-01  7.088e-10  2.588e-02 -5.396e-03  6.948e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  7.720e+02 
  -2.179e-09 -2.406e-09  9.900e-01  3.246e-09  1.257e-02  1.123e-02  6.951e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  7.760e+02 
   1.913e-10  1.517e-09  9.900e-01  1.529e-09 -2.101e-03 -1.125e-02  6.952e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  7.840e+02 
   2.876e-09 -8.496e-10  9.900e-01  2.998e-09 -1.930e-02  9.880e-03  6.950e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  7.920e+02 
   1.957e-10 -6.649e-10  9.900e-01  6.931e-10 -3.156e-03  7.541e-03  6.953e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  8.000e+02 
  -2.951e-09 -2.241e-10  9.900e-01  2.959e-09  1.922e-02  2.021e-03  6.950e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  8.080e+02 
   2.354e-09  1.202e-09  9.900e-01  2.643e-09 -1.213e-02 -7.590e-03  6.952e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  8.160e+02 
  -1.010e-09 -2.272e-09  9.900e-01  2.486e-09  9.971e-03  2.189e-02  6.949e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  8.240e+02 
  -2.724e-10  2.705e-10  9.900e-01  3.839e-10  4.599e-03 -4.036e-03  6.953e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  8.320e+02 
   3.609e-09 -1.540e-11  9.900e-01  3.609e-09 -1.808e-02  1.071e-03  6.951e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  8.400e+02 
  -1.664e-09 -1.185e-09  9.900e-01  2.043e-09  1.118e-02  6.415e-03  6.952e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  8.480e+02 
  -1.177e-09  2.619e-09  9.900e-01  2.872e-09  5.260e-03 -2.226e-02  6.949e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  8.560e+02 
   8.980e-10 -6.303e-10  9.900e-01  1.097e-09 -7.677e-03  6.236e-03  6.952e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  8.640e+02 
   1.528e-10 -3.259e-09  9.900e-01  3.263e-09 -3.885e-03  2.022e-02  6.950e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  8.720e+02 
  -2.660e-09  5.041e-10  9.900e-01  2.707e-09  1.553e-02 -1.592e-03  6.951e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  8.800e+02 
   2.882e-10  5.022e-10  9.900e-01  5.790e-10 -9.638e-03 -2.326e-02  6.949e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  8.880e+02 
  -8.942e-11 -1.666e-10  9.900e-01  1.891e-10  2.870e-03  3.890e-03  6.953e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  8.960e+02 
  -1.857e-10  1.012e-09  9.900e-01  1.028e-09 -2.253e-02  1.464e-02  6.948e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  9.000e+02 
  -2.155e-09  2.829e-09  9.900e-01  3.556e-09  1.053e-02 -1.399e-02  6.951e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  9.040e+02 
   1.967e-09  6.183e-10  9.900e-01  2.062e-09 -1.146e-02 -4.225e-03  6.952e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  9.120e+02 
  -2.194e-09 -1.026e-09  9.900e-01  2.422e-09  2.118e-02  6.866e-03  6.950e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  9.200e+02 
